Escuelalaplaya,36.7225263,-4.3231241
Teatro Colón,-34.59898815321077,-58.38250415283132
Plaza Mayor De San Francisco,-16.49492693840138,-68.13694418833528
Bazilika,47.5007388,19.0532146
rastro.website,38.85501,0.0
